LoyaltyId,PurchaseId,ProductId,PurchasedOn,TotalPrice,RewardPointsAdded,ActivityTypeDisplay,Subject,Location
LOYID_1209,PID_1823,3DPCF0015,11/30/2018,34,22,POS Purchase,Purchased a product In-Store,Chile
LOYID_1209,PID_1824,149,12/9/2018,130,37,POS Purchase,Purchased a product In-Store,Armenia
LOYID_1210,PID_1825,280,11/6/2017,113,38,POS Purchase,Purchased a product In-Store,Belarus
LOYID_1210,PID_1826,144,5/21/2018,160,45,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_1210,PID_1827,515,1/2/2019,82,38,POS Purchase,Purchased a product In-Store,Nicaragua
LOYID_1211,PID_1828,393,6/6/2018,59,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1211,PID_1829,498,1/22/2019,136,25,POS Purchase,Purchased a product In-Store,Lithuania
LOYID_1211,PID_1830,45321,1/31/2019,37,21,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_1211,PID_1831,105,2/5/2019,36,47,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_1212,PID_1832,118,7/7/2017,130,43,POS Purchase,Purchased a product In-Store,Portugal
LOYID_1212,PID_1833,343,3/21/2018,171,23,POS Purchase,Purchased a product In-Store,Tanzania
LOYID_1212,PID_1834,576,7/3/2018,100,39,POS Purchase,Purchased a product In-Store,Latvia
LOYID_1212,PID_1835,SVCHRUpgradeTestAssemblyUnit,9/29/2018,105,49,POS Purchase,Purchased a product In-Store,Nicaragua
LOYID_1212,PID_1836,92,11/25/2018,139,36,POS Purchase,Purchased a product In-Store,Guadeloupe
LOYID_1213,PID_1837,CMPNTCPUControllerWizard,12/5/2017,31,36,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_1213,PID_1838,233,5/7/2018,77,47,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_1213,PID_1839,671,5/24/2018,136,25,POS Purchase,Purchased a product In-Store,Macedonia
LOYID_1213,PID_1840,P-01021-J4S9S1,6/12/2018,48,22,POS Purchase,Purchased a product In-Store,Wallis and Futuna
LOYID_1213,PID_1841,43,11/4/2018,90,31,POS Purchase,Purchased a product In-Store,Argentina
LOYID_1214,PID_1842,100,2/19/2017,109,23,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1214,PID_1843,457,2/18/2018,79,23,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_1214,PID_1844,526,6/10/2018,98,30,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_1214,PID_1845,679,8/26/2018,156,43,POS Purchase,Purchased a product In-Store,"Korea, South"
LOYID_1215,PID_1846,480,7/20/2018,166,25,POS Purchase,Purchased a product In-Store,Cambodia
LOYID_1215,PID_1847,CSATPRJ,1/30/2019,183,42,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_1215,PID_1848,121,2/3/2019,160,40,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_1216,PID_1849,368,1/12/2017,144,38,POS Purchase,Purchased a product In-Store,Saint Pierre and Miquelon
LOYID_1216,PID_1850,178,2/5/2019,109,46,POS Purchase,Purchased a product In-Store,"Saint Helena, Ascension and Tristan da Cunha"
LOYID_1216,PID_1851,373,2/5/2019,77,43,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1217,PID_1852,503,12/8/2017,125,47,POS Purchase,Purchased a product In-Store,USA
LOYID_1217,PID_1853,100,11/19/2018,47,26,POS Purchase,Purchased a product In-Store,Georgia
LOYID_1217,PID_1854,344,12/17/2018,143,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1217,PID_1855,152,1/11/2019,104,26,POS Purchase,Purchased a product In-Store,Laos
LOYID_1217,PID_1856,374,1/31/2019,109,23,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1218,PID_1857,606,2/8/2017,140,36,POS Purchase,Purchased a product In-Store,Niger
LOYID_1218,PID_1858,133,8/14/2017,170,44,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1218,PID_1859,5637146291,11/4/2018,69,40,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1218,PID_1860,CMPNTCPUControllerWizard,1/31/2019,52,40,POS Purchase,Purchased a product In-Store,Kenya
LOYID_1218,PID_1861,158,2/3/2019,92,21,POS Purchase,Purchased a product In-Store,Moldova
LOYID_1219,PID_1862,126,7/3/2018,49,25,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1219,PID_1863,301,1/10/2019,54,48,POS Purchase,Purchased a product In-Store,Uruguay
LOYID_1219,PID_1864,SVCHRInstallArmBand,2/6/2019,61,47,POS Purchase,Purchased a product In-Store,"Saint Helena, Ascension and Tristan da Cunha"
LOYID_1219,PID_1865,622,2/6/2019,39,45,POS Purchase,Purchased a product In-Store,USA
LOYID_1219,PID_1866,673,2/6/2019,121,34,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_1220,PID_1867,102,12/25/2017,55,36,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1220,PID_1868,659,4/26/2018,159,24,POS Purchase,Purchased a product In-Store,Finland
LOYID_1220,PID_1869,457,8/31/2018,128,30,POS Purchase,Purchased a product In-Store,Tonga
LOYID_1221,PID_1870,545,1/29/2019,146,25,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1221,PID_1871,SVCHRReplacePeripheral,2/2/2019,113,49,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1221,PID_1872,425,2/3/2019,88,34,POS Purchase,Purchased a product In-Store,Haiti
LOYID_1221,PID_1873,P-01018-C2M5Y3,2/5/2019,130,32,POS Purchase,Purchased a product In-Store,El Salvador
LOYID_1221,PID_1874,187,2/5/2019,74,37,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_1222,PID_1875,639,10/27/2018,114,41,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_1222,PID_1876,55,12/12/2018,165,49,POS Purchase,Purchased a product In-Store,Zambia
LOYID_1222,PID_1877,5637146350,1/2/2019,130,40,POS Purchase,Purchased a product In-Store,Finland
LOYID_1222,PID_1878,427,1/17/2019,39,42,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1223,PID_1879,5637146300,8/16/2018,135,49,POS Purchase,Purchased a product In-Store,Nepal
LOYID_1223,PID_1880,135,9/29/2018,110,48,POS Purchase,Purchased a product In-Store,Morocco
LOYID_1223,PID_1881,210,12/31/2018,182,29,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_1224,PID_1882,P-01027-N7Q9M1,12/8/2018,160,28,POS Purchase,Purchased a product In-Store,Comoros
LOYID_1224,PID_1883,CMPNTCameraArrayWizard,12/16/2018,123,45,POS Purchase,Purchased a product In-Store,France
LOYID_1224,PID_1884,497,2/6/2019,77,40,POS Purchase,Purchased a product In-Store,"Bonaire, Sint Eustatius and Saba"
LOYID_1224,PID_1885,566,2/6/2019,73,23,POS Purchase,Purchased a product In-Store,USA
LOYID_1224,PID_1886,5637146405,2/6/2019,184,45,POS Purchase,Purchased a product In-Store,Georgia
LOYID_1225,PID_1887,603,4/19/2017,41,41,POS Purchase,Purchased a product In-Store,USA
LOYID_1225,PID_1888,407,11/8/2018,54,38,POS Purchase,Purchased a product In-Store,Canada
LOYID_1225,PID_1889,589,11/11/2018,73,35,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1225,PID_1890,32,1/12/2019,140,26,POS Purchase,Purchased a product In-Store,Chad
LOYID_1226,PID_1891,224,5/16/2018,112,35,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1226,PID_1892,160,12/2/2018,182,38,POS Purchase,Purchased a product In-Store,San Marino
LOYID_1226,PID_1893,66,2/4/2019,158,49,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1226,PID_1894,544,2/6/2019,137,41,POS Purchase,Purchased a product In-Store,Namibia
LOYID_1226,PID_1895,623,2/6/2019,31,33,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1227,PID_1896,192,5/27/2018,115,23,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1227,PID_1897,197,6/15/2018,106,48,POS Purchase,Purchased a product In-Store,Turkmenistan
LOYID_1227,PID_1898,554,11/6/2018,96,43,POS Purchase,Purchased a product In-Store,Zambia
LOYID_1227,PID_1899,530,1/8/2019,133,44,POS Purchase,Purchased a product In-Store,Swaziland
LOYID_1228,PID_1900,P-01010-V9P6Y1,5/4/2017,43,28,POS Purchase,Purchased a product In-Store,Ecuador
LOYID_1228,PID_1901,CSATFLD,11/8/2017,79,33,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1228,PID_1902,486,2/8/2018,51,45,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_1228,PID_1903,SVCHRUpgradeTestAssemblyUnit,8/28/2018,124,20,POS Purchase,Purchased a product In-Store,Uganda
LOYID_1229,PID_1904,P-01023-N3L5Y7,7/4/2018,101,28,POS Purchase,Purchased a product In-Store,Guinea
LOYID_1229,PID_1905,142,7/25/2018,126,45,POS Purchase,Purchased a product In-Store,Guinea-Bissau
LOYID_1229,PID_1906,361,1/7/2019,74,26,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_1230,PID_1907,265,8/5/2017,69,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1230,PID_1908,210,8/5/2018,171,44,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_1230,PID_1909,93,1/21/2019,152,24,POS Purchase,Purchased a product In-Store,Kenya
LOYID_1231,PID_1910,CRM Online: Professional (sample),7/3/2018,100,23,POS Purchase,Purchased a product In-Store,Chad
LOYID_1231,PID_1911,410,11/28/2018,189,23,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_1231,PID_1912,86,12/16/2018,98,42,POS Purchase,Purchased a product In-Store,Benin
LOYID_1232,PID_1913,342,1/26/2018,44,46,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_1232,PID_1914,5637146450,1/28/2018,104,29,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1232,PID_1915,116,11/16/2018,63,21,POS Purchase,Purchased a product In-Store,Guam
LOYID_1232,PID_1916,P-01020-Q3K4Z0,12/16/2018,192,25,POS Purchase,Purchased a product In-Store,Macedonia
LOYID_1232,PID_1917,478,1/12/2019,162,25,POS Purchase,Purchased a product In-Store,Uzbekistan
LOYID_1233,PID_1918,668,6/12/2017,99,40,POS Purchase,Purchased a product In-Store,Cuba
LOYID_1233,PID_1919,238,12/28/2018,140,21,POS Purchase,Purchased a product In-Store,Latvia
LOYID_1233,PID_1920,P-01003-N7T6W6,12/28/2018,148,40,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1234,PID_1921,283,6/26/2017,193,39,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_1234,PID_1922,275,12/16/2018,50,33,POS Purchase,Purchased a product In-Store,India
LOYID_1234,PID_1923,34,12/24/2018,143,35,POS Purchase,Purchased a product In-Store,"Congo, the Democratic Republic of the"
LOYID_1234,PID_1924,Exchange Online (sample),1/31/2019,130,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1234,PID_1925,95,2/5/2019,89,49,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_1235,PID_1926,P-01022-J7K9M3,12/2/2018,134,27,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1235,PID_1927,113,12/26/2018,40,45,POS Purchase,Purchased a product In-Store,Oman
LOYID_1235,PID_1928,5637146389,12/28/2018,82,39,POS Purchase,Purchased a product In-Store,Jordan
LOYID_1235,PID_1929,186,12/31/2018,108,27,POS Purchase,Purchased a product In-Store,Finland
LOYID_1236,PID_1930,504,2/3/2019,89,45,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1236,PID_1931,669,2/3/2019,34,43,POS Purchase,Purchased a product In-Store,Greece
LOYID_1236,PID_1932,542,2/4/2019,98,41,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_1236,PID_1933,CRM Online: Professional (sample),2/6/2019,179,26,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1237,PID_1934,Office Desktop for Midsize & Enterprise (sample),3/25/2018,132,27,POS Purchase,Purchased a product In-Store,Mexico
LOYID_1237,PID_1935,329,4/25/2018,83,36,POS Purchase,Purchased a product In-Store,"Virgin Islands, British"
LOYID_1237,PID_1936,511,6/29/2018,175,41,POS Purchase,Purchased a product In-Store,USA
LOYID_1237,PID_1937,CMPNTHardDrive,1/1/2019,92,21,POS Purchase,Purchased a product In-Store,Central African Republic
LOYID_1238,PID_1938,150,1/30/2018,168,43,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1238,PID_1939,670,1/18/2019,156,33,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_1238,PID_1940,541,2/3/2019,58,26,POS Purchase,Purchased a product In-Store,El Salvador
LOYID_1239,PID_1941,165,11/26/2018,166,29,POS Purchase,Purchased a product In-Store,Qatar
LOYID_1239,PID_1942,236,1/2/2019,69,36,POS Purchase,Purchased a product In-Store,Iran
LOYID_1239,PID_1943,665,1/2/2019,113,42,POS Purchase,Purchased a product In-Store,Madagascar
LOYID_1239,PID_1944,5637146353,1/5/2019,53,29,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_1240,PID_1945,375,10/22/2017,137,37,POS Purchase,Purchased a product In-Store,Ecuador
LOYID_1240,PID_1946,235,8/15/2018,98,44,POS Purchase,Purchased a product In-Store,Cuba
LOYID_1240,PID_1947,447,11/17/2018,45,29,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_1240,PID_1948,413,12/1/2018,132,43,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1241,PID_1949,115,2/19/2017,118,22,POS Purchase,Purchased a product In-Store,Angola
LOYID_1241,PID_1950,483,10/16/2018,112,25,POS Purchase,Purchased a product In-Store,United Arab Emirates
LOYID_1241,PID_1951,122,11/17/2018,146,23,POS Purchase,Purchased a product In-Store,Uruguay
LOYID_1241,PID_1952,5637146314,11/29/2018,74,30,POS Purchase,Purchased a product In-Store,Micronesia
LOYID_1241,PID_1953,325,1/21/2019,166,47,POS Purchase,Purchased a product In-Store,Belgium
LOYID_1242,PID_1954,418,1/16/2019,172,44,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1242,PID_1955,683,1/24/2019,189,49,POS Purchase,Purchased a product In-Store,Guernsey
LOYID_1242,PID_1956,589,2/6/2019,86,35,POS Purchase,Purchased a product In-Store,Belarus
LOYID_1243,PID_1957,102,5/26/2018,59,35,POS Purchase,Purchased a product In-Store,French Southern Territories
LOYID_1243,PID_1958,306,11/28/2018,150,46,POS Purchase,Purchased a product In-Store,Zimbabwe
LOYID_1243,PID_1959,420,12/1/2018,137,21,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1243,PID_1960,P-01013-Y3Q7L5,1/3/2019,187,39,POS Purchase,Purchased a product In-Store,USA
LOYID_1244,PID_1961,143,4/11/2018,136,36,POS Purchase,Purchased a product In-Store,Solomon Islands
LOYID_1244,PID_1962,CMPNTArmServoMotorVirtuoso,11/8/2018,38,45,POS Purchase,Purchased a product In-Store,Afghanistan
LOYID_1244,PID_1963,10,2/4/2019,51,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1244,PID_1964,6,2/4/2019,151,45,POS Purchase,Purchased a product In-Store,Somalia
LOYID_1244,PID_1965,615,2/5/2019,108,22,POS Purchase,Purchased a product In-Store,"Bonaire, Sint Eustatius and Saba"
LOYID_1245,PID_1966,314,12/16/2017,129,23,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_1245,PID_1967,88,2/25/2018,47,38,POS Purchase,Purchased a product In-Store,Chad
LOYID_1245,PID_1968,PRDPKGAB100,11/7/2018,158,43,POS Purchase,Purchased a product In-Store,Guernsey
LOYID_1245,PID_1969,670,12/4/2018,179,40,POS Purchase,Purchased a product In-Store,"Korea, North"
LOYID_1246,PID_1970,573,10/6/2017,90,47,POS Purchase,Purchased a product In-Store,Philippines
LOYID_1246,PID_1971,338,11/26/2018,175,42,POS Purchase,Purchased a product In-Store,Slovenia
LOYID_1246,PID_1972,5637146412,1/20/2019,181,48,POS Purchase,Purchased a product In-Store,USA
LOYID_1246,PID_1973,5637146291,1/22/2019,178,26,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_1247,PID_1974,614,2/23/2018,131,34,POS Purchase,Purchased a product In-Store,Comoros
LOYID_1247,PID_1975,93,7/17/2018,145,20,POS Purchase,Purchased a product In-Store,Austria
LOYID_1247,PID_1976,599,11/25/2018,174,30,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1247,PID_1977,5637146317,11/27/2018,104,22,POS Purchase,Purchased a product In-Store,South Georgia and The South Sandwich Islands
LOYID_1247,PID_1978,P-01036-V4X1T2,1/20/2019,104,25,POS Purchase,Purchased a product In-Store,Equatorial Guinea
LOYID_1248,PID_1979,338,10/9/2018,49,31,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1248,PID_1980,305,11/29/2018,93,49,POS Purchase,Purchased a product In-Store,Ecuador
LOYID_1248,PID_1981,439,12/16/2018,175,30,POS Purchase,Purchased a product In-Store,Zambia
LOYID_1248,PID_1982,118,1/16/2019,179,25,POS Purchase,Purchased a product In-Store,Nepal
LOYID_1248,PID_1983,560,2/5/2019,118,23,POS Purchase,Purchased a product In-Store,Greenland
LOYID_1249,PID_1984,520,4/25/2017,116,46,POS Purchase,Purchased a product In-Store,Mongolia
LOYID_1249,PID_1985,5637146434,5/7/2018,134,45,POS Purchase,Purchased a product In-Store,Timor-Leste
LOYID_1249,PID_1986,444,11/2/2018,162,44,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1249,PID_1987,361,12/25/2018,44,49,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_1249,PID_1988,152,1/12/2019,35,37,POS Purchase,Purchased a product In-Store,Greenland
LOYID_1250,PID_1989,P-01031-P6R0K9,4/29/2018,64,22,POS Purchase,Purchased a product In-Store,Andorra
LOYID_1250,PID_1990,189,1/7/2019,82,21,POS Purchase,Purchased a product In-Store,USA
LOYID_1250,PID_1991,5637146329,1/30/2019,36,24,POS Purchase,Purchased a product In-Store,Laos
LOYID_1251,PID_1992,5637146406,3/9/2017,129,42,POS Purchase,Purchased a product In-Store,Nauru
LOYID_1251,PID_1993,118,11/5/2018,127,22,POS Purchase,Purchased a product In-Store,USA
LOYID_1251,PID_1994,71,1/23/2019,166,24,POS Purchase,Purchased a product In-Store,Lebanon
LOYID_1251,PID_1995,419,1/30/2019,67,40,POS Purchase,Purchased a product In-Store,"Virgin Islands, British"
LOYID_1251,PID_1996,CMPNTArmMaestro,1/31/2019,195,48,POS Purchase,Purchased a product In-Store,Laos
LOYID_1252,PID_1997,603,9/3/2018,185,23,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1252,PID_1998,496,12/14/2018,189,41,POS Purchase,Purchased a product In-Store,Georgia
LOYID_1252,PID_1999,177,1/8/2019,35,43,POS Purchase,Purchased a product In-Store,Turkmenistan
LOYID_1253,PID_2000,45321,3/22/2018,141,28,POS Purchase,Purchased a product In-Store,Mayotte
LOYID_1253,PID_2001,345,5/28/2018,87,41,POS Purchase,Purchased a product In-Store,Timor-Leste
LOYID_1253,PID_2002,354,8/8/2018,128,46,POS Purchase,Purchased a product In-Store,France
LOYID_1253,PID_2003,640,10/26/2018,164,38,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_1253,PID_2004,62,11/11/2018,45,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1254,PID_2005,CMPNTCameraArrayMaestro,11/9/2018,194,23,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_1254,PID_2006,590,1/30/2019,147,45,POS Purchase,Purchased a product In-Store,Ecuador
LOYID_1254,PID_2007,P-01037-V6F1Q3,2/4/2019,87,34,POS Purchase,Purchased a product In-Store,Guam
LOYID_1255,PID_2008,5637146365,2/9/2017,47,23,POS Purchase,Purchased a product In-Store,Namibia
LOYID_1255,PID_2009,345,11/29/2018,158,25,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1255,PID_2010,214,12/25/2018,49,44,POS Purchase,Purchased a product In-Store,Micronesia
LOYID_1255,PID_2011,682,2/3/2019,175,47,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_1256,PID_2012,CMPNTCPUControllerVirtuoso,8/3/2017,166,33,POS Purchase,Purchased a product In-Store,Gambia
LOYID_1256,PID_2013,20,1/6/2018,147,45,POS Purchase,Purchased a product In-Store,Chad
LOYID_1256,PID_2014,183,6/22/2018,50,28,POS Purchase,Purchased a product In-Store,USA
LOYID_1256,PID_2015,318,11/20/2018,129,22,POS Purchase,Purchased a product In-Store,Zambia
LOYID_1256,PID_2016,Office 365 and CRM Online: Enterprise (sample),1/17/2019,159,47,POS Purchase,Purchased a product In-Store,Belize
LOYID_1257,PID_2017,687,11/2/2018,89,47,POS Purchase,Purchased a product In-Store,Burkina Faso
LOYID_1257,PID_2018,575,11/25/2018,119,28,POS Purchase,Purchased a product In-Store,Hong Kong
LOYID_1257,PID_2019,279,1/22/2019,69,35,POS Purchase,Purchased a product In-Store,Central African Republic
LOYID_1258,PID_2020,289,1/26/2019,157,22,POS Purchase,Purchased a product In-Store,United Arab Emirates
LOYID_1258,PID_2021,157,1/31/2019,159,35,POS Purchase,Purchased a product In-Store,Lesotho
LOYID_1258,PID_2022,568,2/2/2019,53,31,POS Purchase,Purchased a product In-Store,Solomon Islands
LOYID_1258,PID_2023,479,2/3/2019,180,37,POS Purchase,Purchased a product In-Store,Oman
LOYID_1258,PID_2024,278,2/3/2019,62,47,POS Purchase,Purchased a product In-Store,Ecuador
LOYID_1259,PID_2025,166,2/9/2018,60,34,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_1259,PID_2026,78,4/5/2018,65,23,POS Purchase,Purchased a product In-Store,Croatia
LOYID_1259,PID_2027,342,5/19/2018,59,47,POS Purchase,Purchased a product In-Store,San Marino
LOYID_1259,PID_2028,319,5/29/2018,72,40,POS Purchase,Purchased a product In-Store,Guinea-Bissau
LOYID_1259,PID_2029,434,9/11/2018,181,49,POS Purchase,Purchased a product In-Store,Ethiopia
LOYID_1260,PID_2030,226,7/18/2018,100,46,POS Purchase,Purchased a product In-Store,Wallis and Futuna
LOYID_1260,PID_2031,40,8/17/2018,35,47,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1260,PID_2032,P-01020-Q3K4Z0,11/7/2018,83,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1261,PID_2033,PRDPKGAWD200,9/1/2018,108,39,POS Purchase,Purchased a product In-Store,Jordan
LOYID_1261,PID_2034,296,10/27/2018,145,47,POS Purchase,Purchased a product In-Store,Svalbard and Jan Mayen Islands
LOYID_1261,PID_2035,P-01007-H0N8S2,1/6/2019,169,25,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_1261,PID_2036,383,1/10/2019,183,44,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_1262,PID_2037,5637146306,1/20/2019,80,30,POS Purchase,Purchased a product In-Store,"Bonaire, Sint Eustatius and Saba"
LOYID_1262,PID_2038,104,1/21/2019,61,20,POS Purchase,Purchased a product In-Store,Qatar
LOYID_1262,PID_2039,P-01036-V4X1T2,1/28/2019,54,47,POS Purchase,Purchased a product In-Store,Jamaica
LOYID_1263,PID_2040,Office Desktop (sample),12/31/2017,169,48,POS Purchase,Purchased a product In-Store,Hong Kong
LOYID_1263,PID_2041,557,9/25/2018,100,30,POS Purchase,Purchased a product In-Store,South Georgia and The South Sandwich Islands
LOYID_1263,PID_2042,567,11/15/2018,144,42,POS Purchase,Purchased a product In-Store,Benin
LOYID_1264,PID_2043,680,7/29/2018,174,42,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1264,PID_2044,22,12/13/2018,162,46,POS Purchase,Purchased a product In-Store,Thailand
LOYID_1264,PID_2045,576,12/18/2018,52,38,POS Purchase,Purchased a product In-Store,Greenland
LOYID_1264,PID_2046,569,12/20/2018,186,41,POS Purchase,Purchased a product In-Store,Cayman Islands
LOYID_1265,PID_2047,532,11/26/2017,94,49,POS Purchase,Purchased a product In-Store,Reunion
LOYID_1265,PID_2048,404,12/28/2018,158,47,POS Purchase,Purchased a product In-Store,Guadeloupe
LOYID_1265,PID_2049,5637146302,1/6/2019,99,23,POS Purchase,Purchased a product In-Store,Norway
LOYID_1266,PID_2050,643,10/27/2018,124,27,POS Purchase,Purchased a product In-Store,Monaco
LOYID_1266,PID_2051,572,12/10/2018,61,45,POS Purchase,Purchased a product In-Store,United Kingdom (Great Britain)
LOYID_1266,PID_2052,217,1/17/2019,169,49,POS Purchase,Purchased a product In-Store,Portugal
LOYID_1266,PID_2053,299,1/19/2019,37,42,POS Purchase,Purchased a product In-Store,Georgia
LOYID_1267,PID_2054,472,5/24/2018,154,49,POS Purchase,Purchased a product In-Store,Thailand
LOYID_1267,PID_2055,5637146434,12/11/2018,81,23,POS Purchase,Purchased a product In-Store,"Palestine, State of"
LOYID_1267,PID_2056,233,1/3/2019,115,20,POS Purchase,Purchased a product In-Store,Gabon
LOYID_1267,PID_2057,P-01021-J4S9S1,1/7/2019,141,33,POS Purchase,Purchased a product In-Store,Luxembourg
LOYID_1268,PID_2058,353,2/12/2018,149,28,POS Purchase,Purchased a product In-Store,Micronesia
LOYID_1268,PID_2059,230,5/28/2018,97,28,POS Purchase,Purchased a product In-Store,Malawi
LOYID_1268,PID_2060,P-01009-X4L9L7,10/18/2018,136,47,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_1268,PID_2061,SVCHRInspectionLineIntegration,12/29/2018,63,36,POS Purchase,Purchased a product In-Store,Nicaragua
LOYID_1268,PID_2062,5637146438,1/18/2019,153,49,POS Purchase,Purchased a product In-Store,Zimbabwe
LOYID_1269,PID_2063,P-01024-R2T5N0,12/15/2017,186,23,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1269,PID_2064,139,1/9/2019,124,32,POS Purchase,Purchased a product In-Store,Serbia
LOYID_1269,PID_2065,340,1/15/2019,110,29,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_1270,PID_2066,347,10/12/2018,118,47,POS Purchase,Purchased a product In-Store,Ireland
LOYID_1270,PID_2067,290,1/1/2019,95,32,POS Purchase,Purchased a product In-Store,Guadeloupe
LOYID_1270,PID_2068,PoS21,2/4/2019,153,31,POS Purchase,Purchased a product In-Store,Somalia
LOYID_1270,PID_2069,135,2/4/2019,71,49,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_1270,PID_2070,527,2/6/2019,41,31,POS Purchase,Purchased a product In-Store,Greece
LOYID_1271,PID_2071,244,3/22/2017,99,41,POS Purchase,Purchased a product In-Store,Central African Republic
LOYID_1271,PID_2072,5637146442,7/11/2017,71,23,POS Purchase,Purchased a product In-Store,British Indian Ocean Territory
LOYID_1271,PID_2073,68,10/24/2017,172,22,POS Purchase,Purchased a product In-Store,Saint Martin
LOYID_1272,PID_2074,619,4/17/2018,42,28,POS Purchase,Purchased a product In-Store,Somalia
LOYID_1272,PID_2075,648,4/17/2018,39,45,POS Purchase,Purchased a product In-Store,Finland
LOYID_1272,PID_2076,271,6/8/2018,79,32,POS Purchase,Purchased a product In-Store,Gambia
LOYID_1273,PID_2077,260,4/17/2017,61,30,POS Purchase,Purchased a product In-Store,Angola
LOYID_1273,PID_2078,138,11/9/2018,168,36,POS Purchase,Purchased a product In-Store,Saint Martin
LOYID_1273,PID_2079,CMPNTArmServoMotorMaestro,1/4/2019,168,43,POS Purchase,Purchased a product In-Store,Singapore
LOYID_1273,PID_2080,183,2/5/2019,88,31,POS Purchase,Purchased a product In-Store,Guadeloupe
LOYID_1273,PID_2081,P-01012-P4F4W1,2/5/2019,172,38,POS Purchase,Purchased a product In-Store,Liberia
LOYID_1274,PID_2082,5637146320,7/12/2017,191,30,POS Purchase,Purchased a product In-Store,Singapore
