ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,ActivityTypeDisplay,Subject
CNTID_2694,OPID_5096,655,1/31/2019,89,OnlinePurchase,Purchased a product online
CNTID_2695,OPID_5097,403,3/20/2017,47,OnlinePurchase,Purchased a product online
CNTID_2695,OPID_5098,Office 365 and CRM Online: Midsize (sample),12/6/2017,125,OnlinePurchase,Purchased a product online
CNTID_2695,OPID_5099,85,10/14/2018,37,OnlinePurchase,Purchased a product online
CNTID_2696,OPID_5100,99,9/5/2018,190,OnlinePurchase,Purchased a product online
CNTID_2696,OPID_5101,44,9/18/2018,164,OnlinePurchase,Purchased a product online
CNTID_2696,OPID_5102,154,11/26/2018,88,OnlinePurchase,Purchased a product online
CNTID_2696,OPID_5103,534,12/31/2018,103,OnlinePurchase,Purchased a product online
CNTID_2699,OPID_5104,595,4/3/2018,58,OnlinePurchase,Purchased a product online
CNTID_2699,OPID_5105,205,2/1/2019,181,OnlinePurchase,Purchased a product online
CNTID_2701,OPID_5106,300,3/7/2017,46,OnlinePurchase,Purchased a product online
CNTID_2701,OPID_5107,40,8/26/2018,108,OnlinePurchase,Purchased a product online
CNTID_2701,OPID_5108,CMPNTCameraArrayWizard,9/22/2018,199,OnlinePurchase,Purchased a product online
CNTID_2701,OPID_5109,442,12/5/2018,95,OnlinePurchase,Purchased a product online
CNTID_2702,OPID_5110,156,12/17/2017,199,OnlinePurchase,Purchased a product online
CNTID_2702,OPID_5111,5637146326,5/3/2018,69,OnlinePurchase,Purchased a product online
CNTID_2703,OPID_5112,139,4/8/2017,101,OnlinePurchase,Purchased a product online
CNTID_2703,OPID_5113,427,6/4/2018,151,OnlinePurchase,Purchased a product online
CNTID_2704,OPID_5114,206,12/6/2018,177,OnlinePurchase,Purchased a product online
CNTID_2706,OPID_5115,P-01031-P6R0K9,9/30/2017,206,OnlinePurchase,Purchased a product online
CNTID_2706,OPID_5116,85,8/25/2018,183,OnlinePurchase,Purchased a product online
CNTID_2706,OPID_5117,225,11/25/2018,42,OnlinePurchase,Purchased a product online
CNTID_2706,OPID_5118,254,12/11/2018,165,OnlinePurchase,Purchased a product online
CNTID_2707,OPID_5119,CMPNTPowerCMPNTMaestro,6/28/2017,134,OnlinePurchase,Purchased a product online
CNTID_2707,OPID_5120,14,4/3/2018,36,OnlinePurchase,Purchased a product online
CNTID_2707,OPID_5121,534,12/15/2018,156,OnlinePurchase,Purchased a product online
CNTID_2708,OPID_5122,625,5/13/2017,143,OnlinePurchase,Purchased a product online
CNTID_2708,OPID_5123,311,3/28/2018,90,OnlinePurchase,Purchased a product online
CNTID_2709,OPID_5124,5637146342,7/9/2017,169,OnlinePurchase,Purchased a product online
CNTID_2709,OPID_5125,120,10/16/2018,215,OnlinePurchase,Purchased a product online
CNTID_2709,OPID_5126,P-01016-M5H1W6,12/14/2018,117,OnlinePurchase,Purchased a product online
CNTID_2709,OPID_5127,12,1/6/2019,197,OnlinePurchase,Purchased a product online
CNTID_2710,OPID_5128,387,3/6/2018,81,OnlinePurchase,Purchased a product online
CNTID_2710,OPID_5129,415,8/28/2018,2447,OnlinePurchase,Purchased a product online
CNTID_2710,OPID_5130,P-01019-J4N6V1,9/6/2018,2567,OnlinePurchase,Purchased a product online
CNTID_2710,OPID_5131,9,10/30/2018,2593,OnlinePurchase,Purchased a product online
CNTID_2711,OPID_5132,663,5/8/2017,209,OnlinePurchase,Purchased a product online
CNTID_2711,OPID_5133,CMPNTCPUControllerVirtuoso,2/27/2018,37,OnlinePurchase,Purchased a product online
CNTID_2711,OPID_5134,5637146360,7/22/2018,2515,OnlinePurchase,Purchased a product online
CNTID_2711,OPID_5135,SVCHRInstallConfigureTestAssemblyUnit,8/12/2018,2533,OnlinePurchase,Purchased a product online
CNTID_2713,OPID_5136,426,5/11/2017,39,OnlinePurchase,Purchased a product online
CNTID_2713,OPID_5137,91,9/8/2017,194,OnlinePurchase,Purchased a product online
CNTID_2713,OPID_5138,659,12/7/2018,162,OnlinePurchase,Purchased a product online
CNTID_2713,OPID_5139,80,12/24/2018,127,OnlinePurchase,Purchased a product online
CNTID_2714,OPID_5140,634,2/4/2018,167,OnlinePurchase,Purchased a product online
CNTID_2714,OPID_5141,646,3/24/2018,85,OnlinePurchase,Purchased a product online
CNTID_2714,OPID_5142,282,10/25/2018,98,OnlinePurchase,Purchased a product online
CNTID_2714,OPID_5143,5637146403,11/16/2018,54,OnlinePurchase,Purchased a product online
CNTID_2715,OPID_5144,628,7/18/2018,111,OnlinePurchase,Purchased a product online
CNTID_2715,OPID_5145,261,8/20/2018,57,OnlinePurchase,Purchased a product online
CNTID_2715,OPID_5146,359,9/5/2018,63,OnlinePurchase,Purchased a product online
CNTID_2716,OPID_5147,45321,2/25/2017,149,OnlinePurchase,Purchased a product online
CNTID_2717,OPID_5148,598,5/11/2018,152,OnlinePurchase,Purchased a product online
CNTID_2717,OPID_5149,514,6/7/2018,204,OnlinePurchase,Purchased a product online
CNTID_2717,OPID_5150,678,8/5/2018,106,OnlinePurchase,Purchased a product online
CNTID_2719,OPID_5151,355,5/18/2018,74,OnlinePurchase,Purchased a product online
CNTID_2719,OPID_5152,5637146381,8/20/2018,190,OnlinePurchase,Purchased a product online
CNTID_2719,OPID_5153,446,1/25/2019,178,OnlinePurchase,Purchased a product online
CNTID_2720,OPID_5154,320,9/1/2018,172,OnlinePurchase,Purchased a product online
CNTID_2720,OPID_5155,583,1/8/2019,231,OnlinePurchase,Purchased a product online
CNTID_2721,OPID_5156,255,3/31/2018,122,OnlinePurchase,Purchased a product online
CNTID_2721,OPID_5157,501,6/23/2018,84,OnlinePurchase,Purchased a product online
CNTID_2721,OPID_5158,265,10/17/2018,239,OnlinePurchase,Purchased a product online
CNTID_2721,OPID_5159,138,12/14/2018,124,OnlinePurchase,Purchased a product online
CNTID_2721,OPID_5160,156,12/21/2018,154,OnlinePurchase,Purchased a product online
CNTID_2722,OPID_5161,192,2/11/2018,235,OnlinePurchase,Purchased a product online
CNTID_2722,OPID_5162,206,7/22/2018,2475,OnlinePurchase,Purchased a product online
CNTID_2722,OPID_5163,576,8/11/2018,2566,OnlinePurchase,Purchased a product online
CNTID_2722,OPID_5164,13,9/21/2018,2572,OnlinePurchase,Purchased a product online
CNTID_2722,OPID_5165,173,9/26/2018,2617,OnlinePurchase,Purchased a product online
CNTID_2723,OPID_5166,301,6/2/2018,1494,OnlinePurchase,Purchased a product online
CNTID_2723,OPID_5167,673,10/30/2018,1381,OnlinePurchase,Purchased a product online
CNTID_2723,OPID_5168,308,11/23/2018,1546,OnlinePurchase,Purchased a product online
CNTID_2723,OPID_5169,267,2/5/2019,1542,OnlinePurchase,Purchased a product online
CNTID_2723,OPID_5170,483,2/6/2019,1400,OnlinePurchase,Purchased a product online
CNTID_2724,OPID_5171,304,5/26/2018,230,OnlinePurchase,Purchased a product online
CNTID_2724,OPID_5172,511,1/24/2019,37,OnlinePurchase,Purchased a product online
CNTID_2724,OPID_5173,206,2/1/2019,153,OnlinePurchase,Purchased a product online
CNTID_2724,OPID_5174,446,2/4/2019,187,OnlinePurchase,Purchased a product online
CNTID_2724,OPID_5175,647,2/5/2019,83,OnlinePurchase,Purchased a product online
CNTID_2725,OPID_5176,227,4/22/2017,59,OnlinePurchase,Purchased a product online
CNTID_2727,OPID_5177,CMPNTNetworkCard,5/16/2018,183,OnlinePurchase,Purchased a product online
CNTID_2728,OPID_5178,197,3/17/2018,104,OnlinePurchase,Purchased a product online
CNTID_2730,OPID_5179,506,12/12/2017,99,OnlinePurchase,Purchased a product online
CNTID_2730,OPID_5180,SVCHRInspectionLineIntegration,11/10/2018,59,OnlinePurchase,Purchased a product online
CNTID_2730,OPID_5181,296,1/19/2019,37,OnlinePurchase,Purchased a product online
CNTID_2730,OPID_5182,315,2/3/2019,207,OnlinePurchase,Purchased a product online
CNTID_2733,OPID_5183,DD3D221,2/4/2018,96,OnlinePurchase,Purchased a product online
CNTID_2733,OPID_5184,SVCHRInspectionHealthCheck,5/5/2018,169,OnlinePurchase,Purchased a product online
CNTID_2733,OPID_5185,Office 365 for Small Business (sample),12/19/2018,59,OnlinePurchase,Purchased a product online
CNTID_2733,OPID_5186,121,12/19/2018,147,OnlinePurchase,Purchased a product online
CNTID_2734,OPID_5187,CMPNTTrunkServoMotorVirtuoso,7/15/2017,58,OnlinePurchase,Purchased a product online
CNTID_2734,OPID_5188,260,10/17/2018,121,OnlinePurchase,Purchased a product online
CNTID_2734,OPID_5189,260,1/9/2019,112,OnlinePurchase,Purchased a product online
CNTID_2734,OPID_5190,342,2/3/2019,161,OnlinePurchase,Purchased a product online
CNTID_2734,OPID_5191,5637146347,2/5/2019,180,OnlinePurchase,Purchased a product online
CNTID_2736,OPID_5192,5637146405,11/29/2018,154,OnlinePurchase,Purchased a product online
CNTID_2737,OPID_5193,58,11/8/2018,145,OnlinePurchase,Purchased a product online
CNTID_2737,OPID_5194,276,1/25/2019,222,OnlinePurchase,Purchased a product online
CNTID_2737,OPID_5195,153,1/29/2019,109,OnlinePurchase,Purchased a product online
CNTID_2738,OPID_5196,P-01014-K6N1P5,5/13/2017,225,OnlinePurchase,Purchased a product online
CNTID_2738,OPID_5197,183,7/25/2018,91,OnlinePurchase,Purchased a product online
CNTID_2739,OPID_5198,98,10/24/2017,134,OnlinePurchase,Purchased a product online
CNTID_2739,OPID_5199,165,6/20/2018,227,OnlinePurchase,Purchased a product online
CNTID_2739,OPID_5200,652,8/21/2018,54,OnlinePurchase,Purchased a product online
CNTID_2739,OPID_5201,P-01009-X4L9L7,1/3/2019,47,OnlinePurchase,Purchased a product online
CNTID_2740,OPID_5202,341,1/9/2017,40,OnlinePurchase,Purchased a product online
CNTID_2740,OPID_5203,645,9/12/2018,76,OnlinePurchase,Purchased a product online
CNTID_2740,OPID_5204,456,10/26/2018,114,OnlinePurchase,Purchased a product online
CNTID_2740,OPID_5205,279,12/15/2018,97,OnlinePurchase,Purchased a product online
CNTID_2740,OPID_5206,SVCHRReplaceLogic,12/18/2018,56,OnlinePurchase,Purchased a product online
CNTID_2741,OPID_5207,174,5/18/2018,1403,OnlinePurchase,Purchased a product online
CNTID_2741,OPID_5208,263,6/27/2018,1444,OnlinePurchase,Purchased a product online
CNTID_2741,OPID_5209,588,1/2/2019,1505,OnlinePurchase,Purchased a product online
CNTID_2741,OPID_5210,5637146328,1/4/2019,1546,OnlinePurchase,Purchased a product online
CNTID_2741,OPID_5211,473,1/12/2019,1523,OnlinePurchase,Purchased a product online
CNTID_2742,OPID_5212,617,1/23/2019,160,OnlinePurchase,Purchased a product online
CNTID_2742,OPID_5213,P-01006-M3N9Q3,1/26/2019,247,OnlinePurchase,Purchased a product online
CNTID_2743,OPID_5214,454,5/18/2017,97,OnlinePurchase,Purchased a product online
CNTID_2743,OPID_5215,585,6/15/2018,116,OnlinePurchase,Purchased a product online
CNTID_2743,OPID_5216,156,6/26/2018,234,OnlinePurchase,Purchased a product online
CNTID_2743,OPID_5217,Office Desktop for Small Business Premium (sample),9/25/2018,244,OnlinePurchase,Purchased a product online
CNTID_2743,OPID_5218,5637146326,12/20/2018,151,OnlinePurchase,Purchased a product online
CNTID_2744,OPID_5219,233,11/16/2017,42,OnlinePurchase,Purchased a product online
CNTID_2744,OPID_5220,382,4/23/2018,214,OnlinePurchase,Purchased a product online
CNTID_2744,OPID_5221,132,11/2/2018,113,OnlinePurchase,Purchased a product online
CNTID_2746,OPID_5222,603,3/28/2018,50,OnlinePurchase,Purchased a product online
CNTID_2746,OPID_5223,5637146412,10/15/2018,171,OnlinePurchase,Purchased a product online
CNTID_2746,OPID_5224,158,12/2/2018,73,OnlinePurchase,Purchased a product online
CNTID_2747,OPID_5225,19,10/20/2018,157,OnlinePurchase,Purchased a product online
CNTID_2747,OPID_5226,270,10/31/2018,61,OnlinePurchase,Purchased a product online
CNTID_2747,OPID_5227,40,11/6/2018,103,OnlinePurchase,Purchased a product online
CNTID_2747,OPID_5228,197,12/1/2018,196,OnlinePurchase,Purchased a product online
CNTID_2748,OPID_5229,286,3/27/2017,195,OnlinePurchase,Purchased a product online
CNTID_2748,OPID_5230,209,11/26/2017,245,OnlinePurchase,Purchased a product online
CNTID_2748,OPID_5231,377,6/12/2018,122,OnlinePurchase,Purchased a product online
CNTID_2748,OPID_5232,39,1/11/2019,150,OnlinePurchase,Purchased a product online
CNTID_2748,OPID_5233,217,1/27/2019,204,OnlinePurchase,Purchased a product online
CNTID_2750,OPID_5234,395,9/15/2017,200,OnlinePurchase,Purchased a product online
CNTID_2750,OPID_5235,373,12/29/2017,169,OnlinePurchase,Purchased a product online
CNTID_2750,OPID_5236,534,2/5/2019,105,OnlinePurchase,Purchased a product online
CNTID_2750,OPID_5237,31,2/6/2019,31,OnlinePurchase,Purchased a product online
CNTID_2750,OPID_5238,543,2/6/2019,178,OnlinePurchase,Purchased a product online
CNTID_2751,OPID_5239,138,11/10/2018,196,OnlinePurchase,Purchased a product online
CNTID_2753,OPID_5240,611,8/20/2018,229,OnlinePurchase,Purchased a product online
CNTID_2753,OPID_5241,290,11/7/2018,191,OnlinePurchase,Purchased a product online
CNTID_2754,OPID_5242,274,1/11/2017,104,OnlinePurchase,Purchased a product online
CNTID_2754,OPID_5243,318,3/16/2018,125,OnlinePurchase,Purchased a product online
CNTID_2754,OPID_5244,103,1/26/2019,85,OnlinePurchase,Purchased a product online
CNTID_2754,OPID_5245,560,1/26/2019,37,OnlinePurchase,Purchased a product online
CNTID_2755,OPID_5246,580,8/23/2018,76,OnlinePurchase,Purchased a product online
CNTID_2755,OPID_5247,429,12/16/2018,250,OnlinePurchase,Purchased a product online
CNTID_2755,OPID_5248,P-01029-H2F6V6,1/27/2019,44,OnlinePurchase,Purchased a product online
CNTID_2755,OPID_5249,439,2/3/2019,143,OnlinePurchase,Purchased a product online
CNTID_2755,OPID_5250,397,2/3/2019,222,OnlinePurchase,Purchased a product online
CNTID_2756,OPID_5251,283,2/6/2019,76,OnlinePurchase,Purchased a product online
CNTID_2756,OPID_5252,318,2/6/2019,112,OnlinePurchase,Purchased a product online
CNTID_2758,OPID_5253,523,9/2/2018,190,OnlinePurchase,Purchased a product online
CNTID_2759,OPID_5254,470,3/15/2018,245,OnlinePurchase,Purchased a product online
CNTID_2759,OPID_5255,74,4/10/2018,124,OnlinePurchase,Purchased a product online
CNTID_2760,OPID_5256,180,1/27/2018,182,OnlinePurchase,Purchased a product online
CNTID_2760,OPID_5257,3DPF022,5/8/2018,80,OnlinePurchase,Purchased a product online
CNTID_2760,OPID_5258,180,5/9/2018,236,OnlinePurchase,Purchased a product online
CNTID_2761,OPID_5259,658,12/27/2018,79,OnlinePurchase,Purchased a product online
CNTID_2763,OPID_5260,662,9/27/2017,69,OnlinePurchase,Purchased a product online
CNTID_2763,OPID_5261,5637146276,7/27/2018,241,OnlinePurchase,Purchased a product online
CNTID_2763,OPID_5262,248,10/6/2018,38,OnlinePurchase,Purchased a product online
CNTID_2763,OPID_5263,687,12/22/2018,112,OnlinePurchase,Purchased a product online
CNTID_2763,OPID_5264,442,12/25/2018,235,OnlinePurchase,Purchased a product online
CNTID_2765,OPID_5265,5637146302,5/5/2018,215,OnlinePurchase,Purchased a product online
CNTID_2765,OPID_5266,294,10/22/2018,189,OnlinePurchase,Purchased a product online
CNTID_2765,OPID_5267,631,12/4/2018,39,OnlinePurchase,Purchased a product online
CNTID_2765,OPID_5268,650,12/12/2018,155,OnlinePurchase,Purchased a product online
CNTID_2766,OPID_5269,496,2/3/2017,168,OnlinePurchase,Purchased a product online
CNTID_2766,OPID_5270,76,3/24/2017,109,OnlinePurchase,Purchased a product online
CNTID_2766,OPID_5271,495,2/4/2019,36,OnlinePurchase,Purchased a product online
CNTID_2766,OPID_5272,488,2/5/2019,205,OnlinePurchase,Purchased a product online
CNTID_2766,OPID_5273,417,2/5/2019,62,OnlinePurchase,Purchased a product online
CNTID_2767,OPID_5274,5637146445,5/19/2017,140,OnlinePurchase,Purchased a product online
CNTID_2767,OPID_5275,46,12/23/2018,45,OnlinePurchase,Purchased a product online
CNTID_2767,OPID_5276,17,1/20/2019,224,OnlinePurchase,Purchased a product online
CNTID_2767,OPID_5277,432,2/6/2019,175,OnlinePurchase,Purchased a product online
CNTID_2768,OPID_5278,245,4/3/2017,186,OnlinePurchase,Purchased a product online
CNTID_2768,OPID_5279,670,11/7/2018,128,OnlinePurchase,Purchased a product online
CNTID_2768,OPID_5280,631,1/31/2019,154,OnlinePurchase,Purchased a product online
CNTID_2768,OPID_5281,494,2/2/2019,154,OnlinePurchase,Purchased a product online
CNTID_2768,OPID_5282,5637146268,2/3/2019,126,OnlinePurchase,Purchased a product online
CNTID_2769,OPID_5283,5637146412,2/11/2018,246,OnlinePurchase,Purchased a product online
CNTID_2769,OPID_5284,29,1/30/2019,2507,OnlinePurchase,Purchased a product online
CNTID_2769,OPID_5285,611,2/3/2019,2504,OnlinePurchase,Purchased a product online
CNTID_2769,OPID_5286,393,2/6/2019,2536,OnlinePurchase,Purchased a product online
CNTID_2770,OPID_5287,562,9/19/2017,197,OnlinePurchase,Purchased a product online
CNTID_2770,OPID_5288,257,1/19/2019,148,OnlinePurchase,Purchased a product online
CNTID_2770,OPID_5289,296,1/27/2019,82,OnlinePurchase,Purchased a product online
CNTID_2771,OPID_5290,399,8/28/2017,183,OnlinePurchase,Purchased a product online
CNTID_2771,OPID_5291,CMPNTAutonomousBaseWizard,8/30/2018,165,OnlinePurchase,Purchased a product online
CNTID_2771,OPID_5292,5637146365,1/10/2019,196,OnlinePurchase,Purchased a product online
CNTID_2771,OPID_5293,3DPF022,1/23/2019,90,OnlinePurchase,Purchased a product online
CNTID_2771,OPID_5294,434,1/29/2019,104,OnlinePurchase,Purchased a product online
CNTID_2772,OPID_5295,SVCHRInspectionHealthCheck,1/11/2018,63,OnlinePurchase,Purchased a product online
CNTID_2772,OPID_5296,35,10/6/2018,70,OnlinePurchase,Purchased a product online
CNTID_2772,OPID_5297,613,12/31/2018,174,OnlinePurchase,Purchased a product online
CNTID_2773,OPID_5298,5637146320,2/5/2018,173,OnlinePurchase,Purchased a product online
CNTID_2773,OPID_5299,5637146272,6/4/2018,120,OnlinePurchase,Purchased a product online
CNTID_2773,OPID_5300,369,2/6/2019,119,OnlinePurchase,Purchased a product online
CNTID_2773,OPID_5301,110,2/6/2019,174,OnlinePurchase,Purchased a product online
CNTID_2774,OPID_5302,290,6/21/2018,123,OnlinePurchase,Purchased a product online
CNTID_2774,OPID_5303,5637146407,7/12/2018,48,OnlinePurchase,Purchased a product online
CNTID_2774,OPID_5304,661,7/21/2018,152,OnlinePurchase,Purchased a product online
CNTID_2775,OPID_5305,573,1/20/2017,241,OnlinePurchase,Purchased a product online
CNTID_2775,OPID_5306,42,4/10/2018,142,OnlinePurchase,Purchased a product online
CNTID_2775,OPID_5307,395,4/28/2018,36,OnlinePurchase,Purchased a product online
CNTID_2775,OPID_5308,5637146434,12/23/2018,130,OnlinePurchase,Purchased a product online
CNTID_2776,OPID_5309,540,1/12/2018,108,OnlinePurchase,Purchased a product online
CNTID_2776,OPID_5310,595,5/17/2018,75,OnlinePurchase,Purchased a product online
CNTID_2776,OPID_5311,232,11/26/2018,194,OnlinePurchase,Purchased a product online
CNTID_2776,OPID_5312,454,1/5/2019,123,OnlinePurchase,Purchased a product online
CNTID_2776,OPID_5313,5637146397,2/2/2019,65,OnlinePurchase,Purchased a product online
CNTID_2777,OPID_5314,P-01016-M5H1W6,1/14/2018,41,OnlinePurchase,Purchased a product online
CNTID_2778,OPID_5315,P-01038-M8H9J8,3/2/2018,68,OnlinePurchase,Purchased a product online
CNTID_2778,OPID_5316,352,6/1/2018,2448,OnlinePurchase,Purchased a product online
CNTID_2778,OPID_5317,5637146272,7/12/2018,2505,OnlinePurchase,Purchased a product online
CNTID_2779,OPID_5318,407,8/18/2018,150,OnlinePurchase,Purchased a product online
CNTID_2780,OPID_5319,450,2/10/2018,152,OnlinePurchase,Purchased a product online
CNTID_2780,OPID_5320,252,7/20/2018,2500,OnlinePurchase,Purchased a product online
CNTID_2780,OPID_5321,600,10/6/2018,2458,OnlinePurchase,Purchased a product online
CNTID_2781,OPID_5322,557,5/19/2017,109,OnlinePurchase,Purchased a product online
CNTID_2781,OPID_5323,5637146303,4/25/2018,231,OnlinePurchase,Purchased a product online
CNTID_2781,OPID_5324,47,5/13/2018,199,OnlinePurchase,Purchased a product online
CNTID_2782,OPID_5325,CMPNTCameraArrayWizard,6/12/2018,188,OnlinePurchase,Purchased a product online
CNTID_2782,OPID_5326,5637146324,1/9/2019,74,OnlinePurchase,Purchased a product online
CNTID_2782,OPID_5327,35,1/11/2019,72,OnlinePurchase,Purchased a product online
CNTID_2782,OPID_5328,SE3321,1/18/2019,214,OnlinePurchase,Purchased a product online
CNTID_2783,OPID_5329,22,5/26/2017,224,OnlinePurchase,Purchased a product online
CNTID_2783,OPID_5330,466,3/19/2018,62,OnlinePurchase,Purchased a product online
CNTID_2783,OPID_5331,254,2/4/2019,117,OnlinePurchase,Purchased a product online
CNTID_2784,OPID_5332,568,8/12/2018,62,OnlinePurchase,Purchased a product online
CNTID_2785,OPID_5333,230,10/1/2017,59,OnlinePurchase,Purchased a product online
CNTID_2785,OPID_5334,595,10/20/2017,247,OnlinePurchase,Purchased a product online
CNTID_2785,OPID_5335,506,12/2/2017,55,OnlinePurchase,Purchased a product online
CNTID_2785,OPID_5336,635,10/28/2018,59,OnlinePurchase,Purchased a product online
CNTID_2785,OPID_5337,526,12/5/2018,217,OnlinePurchase,Purchased a product online
CNTID_2786,OPID_5338,224,5/30/2017,210,OnlinePurchase,Purchased a product online
CNTID_2787,OPID_5339,125,11/3/2017,197,OnlinePurchase,Purchased a product online
CNTID_2787,OPID_5340,73,3/4/2018,72,OnlinePurchase,Purchased a product online
CNTID_2787,OPID_5341,317,6/12/2018,2513,OnlinePurchase,Purchased a product online
CNTID_2787,OPID_5342,45,1/12/2019,2636,OnlinePurchase,Purchased a product online
CNTID_2788,OPID_5343,P-01013-Y3Q7L5,6/26/2017,46,OnlinePurchase,Purchased a product online
CNTID_2788,OPID_5344,533,3/28/2018,95,OnlinePurchase,Purchased a product online
CNTID_2788,OPID_5345,62,9/27/2018,72,OnlinePurchase,Purchased a product online
CNTID_2789,OPID_5346,490,3/9/2017,148,OnlinePurchase,Purchased a product online
CNTID_2789,OPID_5347,P-01015-Z8B5Q3,5/28/2017,176,OnlinePurchase,Purchased a product online
CNTID_2789,OPID_5348,164,9/10/2017,134,OnlinePurchase,Purchased a product online
CNTID_2789,OPID_5349,P-01008-W1C3W9,2/1/2018,79,OnlinePurchase,Purchased a product online
CNTID_2790,OPID_5350,304,5/26/2017,202,OnlinePurchase,Purchased a product online
CNTID_2790,OPID_5351,50,8/3/2017,225,OnlinePurchase,Purchased a product online
CNTID_2790,OPID_5352,224,10/21/2017,241,OnlinePurchase,Purchased a product online
CNTID_2790,OPID_5353,327,2/2/2019,78,OnlinePurchase,Purchased a product online
CNTID_2790,OPID_5354,297,2/4/2019,89,OnlinePurchase,Purchased a product online
CNTID_2791,OPID_5355,242,3/8/2018,160,OnlinePurchase,Purchased a product online
CNTID_2791,OPID_5356,82,11/21/2018,2518,OnlinePurchase,Purchased a product online
CNTID_2791,OPID_5357,326,2/3/2019,2649,OnlinePurchase,Purchased a product online
CNTID_2793,OPID_5358,675,6/19/2017,172,OnlinePurchase,Purchased a product online
CNTID_2794,OPID_5359,358,5/14/2018,183,OnlinePurchase,Purchased a product online
CNTID_2795,OPID_5360,195,2/8/2017,182,OnlinePurchase,Purchased a product online
CNTID_2795,OPID_5361,49,7/12/2017,206,OnlinePurchase,Purchased a product online
CNTID_2795,OPID_5362,268,8/5/2017,125,OnlinePurchase,Purchased a product online
CNTID_2795,OPID_5363,359,7/24/2018,175,OnlinePurchase,Purchased a product online
CNTID_2796,OPID_5364,CMPNTAutonomousBaseVirtuoso,12/2/2017,183,OnlinePurchase,Purchased a product online
CNTID_2796,OPID_5365,31,7/5/2018,163,OnlinePurchase,Purchased a product online
CNTID_2796,OPID_5366,CMPNTGripArrayMaestro,8/3/2018,136,OnlinePurchase,Purchased a product online
CNTID_2796,OPID_5367,32,8/20/2018,234,OnlinePurchase,Purchased a product online
CNTID_2797,OPID_5368,75,9/25/2017,166,OnlinePurchase,Purchased a product online
CNTID_2797,OPID_5369,476,11/13/2017,179,OnlinePurchase,Purchased a product online
CNTID_2797,OPID_5370,Office Desktop for Small Business Premium (sample),12/7/2017,205,OnlinePurchase,Purchased a product online
CNTID_2798,OPID_5371,207,1/27/2018,66,OnlinePurchase,Purchased a product online
CNTID_2798,OPID_5372,342,1/8/2019,134,OnlinePurchase,Purchased a product online
CNTID_2798,OPID_5373,PoS21,1/21/2019,223,OnlinePurchase,Purchased a product online
CNTID_2798,OPID_5374,163,1/28/2019,58,OnlinePurchase,Purchased a product online
CNTID_2798,OPID_5375,28,2/2/2019,116,OnlinePurchase,Purchased a product online
CNTID_2800,OPID_5376,115,2/28/2018,208,OnlinePurchase,Purchased a product online
CNTID_2800,OPID_5377,327,4/18/2018,2461,OnlinePurchase,Purchased a product online
CNTID_2800,OPID_5378,187,7/26/2018,2622,OnlinePurchase,Purchased a product online
CNTID_2800,OPID_5379,403,11/12/2018,2646,OnlinePurchase,Purchased a product online
CNTID_2803,OPID_5380,582,5/20/2017,41,OnlinePurchase,Purchased a product online
CNTID_2803,OPID_5381,552,10/16/2017,59,OnlinePurchase,Purchased a product online
CNTID_2803,OPID_5382,425,9/1/2018,47,OnlinePurchase,Purchased a product online
CNTID_2804,OPID_5383,348,2/13/2017,141,OnlinePurchase,Purchased a product online
CNTID_2804,OPID_5384,297,2/16/2018,217,OnlinePurchase,Purchased a product online
CNTID_2805,OPID_5385,298,8/15/2017,207,OnlinePurchase,Purchased a product online
CNTID_2805,OPID_5386,5637146401,8/21/2017,170,OnlinePurchase,Purchased a product online
CNTID_2806,OPID_5387,219,4/9/2017,109,OnlinePurchase,Purchased a product online
CNTID_2806,OPID_5388,604,5/26/2017,50,OnlinePurchase,Purchased a product online
CNTID_2806,OPID_5389,67,11/26/2018,162,OnlinePurchase,Purchased a product online
CNTID_2806,OPID_5390,Office 365 for Enterprise (sample),1/6/2019,128,OnlinePurchase,Purchased a product online
CNTID_2806,OPID_5391,Office 365 for Midsize Business (sample),1/7/2019,136,OnlinePurchase,Purchased a product online
CNTID_2808,OPID_5392,CF3DM002,4/5/2017,46,OnlinePurchase,Purchased a product online
CNTID_2808,OPID_5393,285,1/23/2019,54,OnlinePurchase,Purchased a product online
CNTID_2808,OPID_5394,472,1/23/2019,58,OnlinePurchase,Purchased a product online
CNTID_2808,OPID_5395,P-01019-J4N6V1,1/27/2019,53,OnlinePurchase,Purchased a product online
CNTID_2808,OPID_5396,355,1/30/2019,119,OnlinePurchase,Purchased a product online
CNTID_2809,OPID_5397,83,11/21/2018,30,OnlinePurchase,Purchased a product online
CNTID_2811,OPID_5398,587,11/5/2017,201,OnlinePurchase,Purchased a product online
CNTID_2811,OPID_5399,148,12/1/2018,61,OnlinePurchase,Purchased a product online
CNTID_2811,OPID_5400,247,1/11/2019,226,OnlinePurchase,Purchased a product online
CNTID_2812,OPID_5401,P-01026-S0B6Z9,11/25/2018,171,OnlinePurchase,Purchased a product online
CNTID_2812,OPID_5402,453,1/4/2019,196,OnlinePurchase,Purchased a product online
CNTID_2812,OPID_5403,38,1/18/2019,120,OnlinePurchase,Purchased a product online
CNTID_2812,OPID_5404,157,2/2/2019,171,OnlinePurchase,Purchased a product online
CNTID_2813,OPID_5405,641,2/1/2017,188,OnlinePurchase,Purchased a product online
CNTID_2813,OPID_5406,300,7/21/2017,200,OnlinePurchase,Purchased a product online
